label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
Smilodon;Sabertooth Tiger;Sabertooth Tiger;Säbelzahntiger;tigre dientes de sable;tigre dientes de sable;smilodon;smilodon;smilodonte;sabeltandtijger;剑齿虎;劍齒虎;スミロドン;스밀로돈;Смилодон
Megaloceros;Megaloceros;Megaloceros;Riesenhirsch;megaloceros;megaloceros;mégacéros;mégacéros;megalocero;reuzenhert;大角鹿;大角鹿;メガロケロス;메갈로케로스;Гигантский олень
Brachiosaurus;Brachiosaurus;Brachiosaurus;Brachiosaurus;braquiosaurio;braquiosaurio;brachiosaure;brachiosaure;brachiosauro;brachiosaurus;腕龙;腕龍;ブラキオサウルス;브라키오사우루스;Брахиозавр
Quetzalcoatlus;Quetzalcoatlus;Quetzalcoatlus;Quetzalcoatlus;quetzalcoatlus;quetzalcoatlus;quetzalcoatlus;quetzalcoatlus;quetzalcoatlus;quetzalcoatlus;风神翼龙;風神翼龍;ケツァルコアトルス;케찰코아틀루스;Кетцалькоатль
FootPrint;dinosaur track;dinosaur track;Dino-Fußabdruck;huella de dinosaurio;huella de dinosaurio;empreinte de dinosaure;empreinte de dinosaure;orma dinosauro;fossiele pootafdruk;恐龙脚印化石;恐龍腳印化石;あしあとのかせき;발자국 화석;след динозавра
Ammonite;ammonite;ammonite;Ammonit;amonites;amonites;ammonite;ammonite;ammonite;ammoniet;菊石;菊石;アンモナイト;암모나이트;аммонит
Droop;coprolite;coprolite;Koprolith;coprolito;coprolito;coprolithe;coprolithe;coprolito;coproliet;粪化石;糞化石;ウンコのかせき;대변 화석;копролит
Amber;amber;amber;Bernstein;ámbar;ámbar;ambre;ambre;ambra;barnsteen;琥珀;琥珀;コハク;호박;янтарь
Trilobite;trilobite;trilobite;Trilobit;trilobites;trilobites;trilobite;trilobite;trilobite;trilobiet;三叶虫;三葉蟲;さんようちゅう;삼엽충;трилобит
Archeopteryx;archaeopteryx;archaeopteryx;Archaeopteryx;arqueoptérix;arqueoptérix;archéoptéryx;archéoptéryx;archaeopteryx;archeopteryx;始祖鸟;始祖鳥;しそちょう;시조새;археоптерикс
Australopithecus;australopith;australopith;Australopithecus;australopiteco;australopiteco;australopithèque;australopithèque;australopiteco;australopithecus;南方古猿;南方古猿;アウストラロピテクス;오스트랄로피테쿠스;австралопитек
Anomalocaris;anomalocaris;anomalocaris;Anomalocaris;anomalocaris;anomalocaris;anomalocaris;anomalocaris;anomalocaride;anomalocaris;奇虾;奇蝦;アノマロカリス;아노말로카리스;аномалокарис
Dunkleosteus;dunkleosteus;dunkleosteus;Dunkleosteus;dunkleosteo;dunkleosteo;dunkléostéus;dunkléostéus;dunkleosteus;dunkleosteus;邓氏鱼;鄧氏魚;ダンクルオステウス;둔클레오스테우스;дунклеостей
FirstFish;myllokunmingia;myllokunmingia;Myllokunmingia;myllokunmingia;myllokunmingia;myllokunmingia;myllokunmingia;myllokunmingia;myllokunmingia;丰娇昆明鱼;豐嬌昆明魚;ミロクンミンギア;밀로쿤밍기아;миллокунмингия
FirstAmphibian;eusthenopteron;eusthenopteron;Eusthenopteron;eustenopteron;eustenopteron;eusthénoptéron;eusthénoptéron;eustenottero;eusthenopteron;新翼鱼;新翼魚;ユーステノプテロン;에우스테놉테론;эустеноптерон
FirstFourLegs;acanthostega;acanthostega;Acanthostega;acantostega;acantostega;acanthostéga;acanthostéga;acantostega;acanthostega;棘螈;棘螈;アカントステガ;아칸토스테가;акантостега
FirstMammal;juramaia;juramaia;Juramaia;juramaia;juramaia;juramaia;juramaia;juramaia;juramaia;侏罗兽;侏羅獸;ジュラマイア;쥐라마이아;юрамайя
Shark;shark-tooth pattern;shark-tooth pattern;Haizahnspirale;mandíbula de tiburón;mandíbula de tiburón;mandibule d'hélicoprion;mandibule d'hélicoprion;mandibola di elicoprione;haaientandkrans;鲨鱼牙齿化石;鯊魚牙齒化石;サメのはのかせき;상어 이빨 화석;зубы ископаемой акулы
