label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
bea11;roadie;roadie;brrruah;tornillos;grurrr;pot d'miel;pot d'miel;sgrugno;ja denk;施主;施主;ボウズ;터프;гарр-сон
bea12;urgh;urgh;bärbär;comolooyes;urrrgh;verlue;chacha;sbuff;pff;唷咻;唷咻;よいしょ;으랏차차;ого-го
bea13;whiskers;whiskers;brrroho;bigotre;bigotre;poilodos;ciao;andale;snorhaar;咳咳;咳咳;オッホン;오홍홍;усы мои
bea14;strudel;strudel;gruaaa;ricitos;achurf;achtung;achtung;bailar;strudel;Over;Over;オパー;라저;штрудель
bea15;sundae;sundae;lollipop;tutifruti;tutifruti;berlingot;berlingot;sucré;lolly;舔舔;舔舔;ぺろ;낼름;сладенько
brd00;heeeeeyy;heeeeeyy;hiiiijjj;heeey;eeey;maaaaaais;maaaaaais;cipinci;heeeeeyy;呢喃;呢喃;でおます;그쵸;хей-хей
brd01;la-di-da;la-di-da;ladida;picatoste;larará;ta-di-da;ta-di-da;yuppidù;lalala;喳;喳;さ;글쎄;ля-ля-ля
brd02;chuurp;chuurp;tschurp;piu-piu;piu-piu;muf-muf;muf-muf;ciripì;tsjiiirp;如斯;如斯;でシ;이어라;чик-чирик
brd03;cheepers;cheepers;zwirtschi;tirití;tirití;coolos;coolos;ciiip;fwieeet;叽;嘰;ッピ;크;тю-вить
brd04;bzzert;bzzert;zischhh;pío-pío;pío-pío;bouerk;bouerk;bzzert;tjulp;诺诺;諾諾;だニョ;삼바;бзе-е-ерт
brd05;chickadee;chickadee;tschikadii;chupiyá;chupiyá;puic puic;puic puic;cocoricò;tjiep tjiep;山雀;山雀;けどー;허나;чики-чик
brd06;aye aye;aye aye;oh, ja;avechucho;piuc-piuc;cornichon;cornichon;cipissi;yep yep;贯彻;貫徹;ってか;오예;чиф-чиф
brd08;tweedledee;tweedledee;twitiriti;arrurrú;arrurrú;loulou;loulou;firulì;kwetter;脸红;臉紅;キョン;핑그르르;тви-тви
brd11;ya feel;ya feel;tirilü;pelusilla;chiurp;asticô;asticô;ciiipito;snappie;话说;話說;っつーの;그거야;чуррп
brd15;cacaw;cacaw;mauser;picopico;pío;yaaaah;yaaaah;lorito;kakauw;嘎;嘎;カァー;까아악;кар-ко
brd16;zut alors;zut alors;piepiep;chapó;chapó;ploc ploc;why not;pio pio;zut alors;唷唷唷;唷唷唷;チェケラ;체키라웃;фу ты
brd17;crunch;crunch;flatter;muy fuerte;cachirp;poupousse;poupousse;sprint;wasbordje;噗噗;噗噗;ブン;츠츠츠;тук-тук
brd18;like whoa;like whoa;birtz;gorrión;chirpi;piaaaaf;piaaaaf;adiós;wreed;啁啁;啁啁;だチュン;섭섭;так-так
bul00;macmoo;macmoo;brrruzzl;cuernos;bufff;meuh meuh;meuh meuh;macmoo;denderund;呼呼;呼呼;ふふ;후후;макму-у-у
bul01;chaps;chaps;oléolé;olé;olé;crac;olé;oléolé;cowboy;了不起;了不起;さすがに;디용;ковбой
bul03;mrooooo;mrooooo;muhuhu;olé y olé;olé y olé;meuh quoi;meuh quoi;ciaumù;boe-jend;奔驰;奔馳;だなっす;알것소;му-у
bul05;moocher;moocher;hhmmuuuhh;muooola;muuuchi;vachte;mes cornes;muuusica;moehoe;是呗;是唄;だっぺ;워메에;бычок
bul07;stubble;stubble;schnoff;chacho;chacho;mon cou;bétail;oooh issa;stoppel;胡渣;鬍渣;ジョリッ;땅땅;раз-два
bul08;cud;cud;grumpf;muuubién;brufff;moumoul;moumoul;trullalà;kauw;哞;哞;モイ;뭐임;полундра
cat00;pthhpth;pthhpth;psssps;zarpas;fishfish;pfioupf;pfioupf;baffo;poekie;猫猫;貓貓;ネコ;고양이;кх-кх-кх
cat01;mew;mew;muh;misi-misi;misi-misi;meeeeeh;meeeeeh;miao;mieuw;喵;喵;ニャー;야～옹;мяу-мяу
cat02;silly;silly;flöt;miaaau;miaaau;flûte;flûte;tontolon;gekkie;看看;看看;チェキ;헤이;рыбка
cat03;purrr;purrr;schnurr;raspas;michimiau;rrrrrrrrr;rrrrrrrrr;purrr;prrrrrr;什么;什麼;なんやん;머냐;мур-мяу
cat04;kitty cat;kitty cat;miausi;galletita;michifiú;chti minou;chti minou;mieaoo;poesjemauw;酱酱;醬醬;だニ;뭐라지요;кисуля
cat05;reeeeOWR;reeeeOWR;grraul;mandarinas;mirriau;roooaR;roooaR;miiiiaOU;sinas;蜜柑;蜜柑;みかん;귤귤;фруктик
cat06;mrmpht;mrmpht;mrmpft;arenque;gruuuah;blébléblé;mimine;maramao;plof;晃晃;晃晃;だのら;노라줘;отдыхаем
cat07;kitten;kitten;kätzchen;tontaina;michimiu;chaton;chaton;micetto;kitten;嗯嗯;嗯嗯;ふんっ;냠;кис-кис
cat08;myawn;myawn;schluchz;grrrroou;grrrroou;miou;miou;myawn;geeuweldig;呐;吶;な;그치;мяу-а-а-а
cat09;meooo-OH;meooo-OH;miiiau;imikimono;imikimono;mia-ouh;mia-ouh;meooo-OH;mie-auw;咦唷;咦唷;ぃよぉー;꺄;мя-я-яу
cat10;psst;psst;maunz;soldado;psst;psst;psst;psst;psst;喝;喝;とぉっ;얍;шш
cat11;pffffft;pffffft;mrrrrrrr;ronrón;ronrón;pffffft;pffffft;miaù;pffffft;嗯哼;嗯哼;ウフーン;우;фи-фи
cat12;me-WOW;me-WOW;mrriau;animiaul;animiaul;mi-AOUUH;mi-AOUUH;meOW;mi-WAUW;喵吼;喵吼;にゃは;삐뽀;мя-ого
cat13;GAAHHH;GAAHHH;fauchch;marramiau;marramiau;miaoum;miaoum;GAAHHH;BAH;打啊;打啊;ダァーッ;아뵤;фу-у-у
cat14;mrowrr;mrowrr;miezmiez;cascabel;miaul;miaaaouh;miaaaouh;fusolo;giechel;古古;古古;フフ;자갸;мр-мр-мр
cat15;me-YOWZA;me-YOWZA;fauch;miooou;miooou;mistigri;mistigri;mi-IAO;miauw moe;切;關節;ナックル;쳇;мя-я-яоза
cat16;mweee;mweee;prrrrr;michifú;michifú;miou-mi;miou-mi;pffffft;mi-jippie;喵嗯;喵嗯;にゃん;냥냥;мяуи-и-и
cat17;mimimi;mimimi;mauzi;miauito;miauito;chatounet;chatounet;meeeow;mimimi;哪;哪;ね;우앙;ми-ми-ми
cat18;bonbon;bonbon;kratz;purrrr;purrrr;ron-ron;ron-ron;purrrr;zuurtje;娜个;娜個;あのね;퐁퐁;конфетка
cat19;me meow;me meow;mi-miau;marramius;marramius;mi-i-i-ouh;mi-i-i-ouh;miao miao;sfinx;尼罗;尼羅;クフフ;파트라;ми-мяу
cat20;mush;mush;katzaaa;cachusco;cachusco;alatienne;mouah;ron ron;robijn;之类的;之類的;とかナ;그러거나;шмяк
cat21;purrty;purrty;zischel;salmonete;purrrs;miaouille;miaouille;fffz;prrrachtig;掰掰;掰掰;じゃね;휘리릭;хор-р-рошо
cat23;crisp;crisp;weeßte;atilda;atilda;panache;panache;rrricooo;netjes;严肃;嚴肅;キリッ;우쭐;стильненько
cbr00;peach;peach;früchtchen;cielito;melí-melá;prune;prune;pepè;perzik;怦怦;怦怦;キュン;두근;персик
cbr01;honey;honey;darling;caramelito;mielmiel;chouchou;chouchou;miele;zoeterd;熊仔;熊仔;だベア;저기요;лапушка
cbr02;li'l bear;li'l bear;bärli;bolita;pruah;nounours;nounours;babà;beertje;萌;萌;モン;몽;медвежонок
cbr03;golly;golly;griesgram;rebollos;bruah;louloute;louloute;pulcino;pudding;真是的;真是的;んもう;아이참;карапуз
cbr04;grah grah;grah grah;okeydokey;mola;graaau;grih grih;grih grih;oki-doki;okidoki;精神;精神;のこころ;나는나야;гррр
cbr05;stuffin';stuffin';brummm;peluche;paguahhh;ou bien;ou bien;ohilà;pluche;玩玩;玩玩;なのれす;그런거죠;плюш-плюш
cbr06;nyet;nyet;nastrovje;nyet;nyet;niet;niet;nyet;njet;唉唷;唉唷;やんけ;참말로;ну не-е-ет
cbr07;malarkey;malarkey;liebelein;pelusita;heee;canaille;fait que;grizzel;spruit;罢了;罷了;ですばい;샐리;товарищ
cbr09;sweet pea;sweet pea;honigtopf;panalito;panipof;trognon;trognon;fagiolino;honingkelkje;马克杯;馬克杯;マグ;오잉;милашка
cbr10;tralala;tralala;tralala;tralará;tralará;tralala;tralala;trallalà;tralala;开玩笑的;開玩笑的;なんてね;어쩜이래;тра-ля-ля
cbr13;rainbow;rainbow;schönheit;cielo;lurilá;cacou;cacou;grrande;wolkje;有耶;有耶;アルネ;있죠;радуга-дуга
cbr14;bud;bud;flüster;pitiminí;pitiminí;linou;linou;purrrimba;bloempje;佳佳;佳佳;チャ;띵호아;цветочек
cbr15;rookie;rookie;baaambus;ahivá;ahivá;pla-pla;pla-pla;brupp;bamboe;竹子;竹子;だバンブ;부끄;бамбук
cbr16;cubby;cubby;mwuuu;apurri;apurri;dodododu;dodododu;babalù;welpje;算了;算了;いっそ;아니그냥;берлога
cbr17;ya heard;ya heard;bossi;tararí;tararí;grifouille;grifouille;ohè;weet je;竟然说;竟然說;だってサ;차라리;понимаешь
cbr18;pompom;pompom;pompudding;pudin;pudin;pom pom;pom pom;pom pom;pommetje;布丁;布丁;ポムッ;폼폼;помпончик
cbr19;myohmy;myohmy;träum;qué cosas;uyuyuy;oh là là;oh là là;misu misu;nee maar;哎呀;哎呀;あらら;어머머;охохонюшки
chn00;buh-kay;buh-kay;buaa-ka-ka;caracol;bukááá;bouyaka;bouyaka;cucù;toktok;咕咕;咕咕;だコケ;키득;ко-кей
chn01;uh-hoo;uh-hoo;putputtt;cocorico;cocorico;oh oh;oh oh;uh-hoo;eitje;好棒;好棒;ウヒョー;우힛;о-ко-ко
chn02;doodle-duh;doodle-duh;duudle-du;kikirikí;kikirikí;di di dou;di di dou;du du du;kukelejus;很优;很優;だヨ;짜잔;кукареку
chn05;beaker;beaker;biiika;piquito;kikiú;cô-cômment;cô-cômment;sbecsbec;snavel;是唷;是唷;のよぉ;그랬대요;клювик
chn09;chicklet;chicklet;bokbok;cucurrús;cucurrús;côôôôt;côôôôt;coccoricò;kuiken;哈雷路亚;哈雷路亞;ハレルヤ;도레미;модненько
chn10;chicky-poo;chicky-poo;hühnermist;tesorito;corocó;galine;galine;zampoli;kippetje;泰泰;泰泰;どうだい;그게어때;щип-щип
chn11;cluckling;cluckling;knusprig;mazorca;cocorocó;ra-ta-tak;ra-ta-tak;uovole;nestei;等待;等待;せいッ;하앗;короко
chn12;cluckadoo;cluckadoo;eieiei;pitas;kiriquicó;mon œuf;mon œuf;ovodè;kakel;咯咯;咯咯;ケッコー;오싹오싹;ки-ки-ки
chn13;no doubt;no doubt;gockgock;kirrí;kirrí;pôt pôt;chicken;quiriqui;eiteraard;骨鸡;骨雞;コッケイ;깜깜;это точно
cow00;how-now;how-now;muuhna;muuuu;muuuu;allez;oui oui;truuulà;koebeest;牟;牟;だモー;음메;му-му
cow01;pushy;pushy;dingdong;cuernitos;muamuuu;choupette;choupette;sì sì sì;boelala;牛奶;牛奶;ミルミル;우유우유;теленок
cow06;hoof hoo;hoof hoo;muuuhi;mu-mu;mu-mu;meuh nan;meuh nan;mu muuu;boehoe;微笑;微笑;うふ;에헤;до-ре-му
cow07;moolah;moolah;joggi;merengue;mumumu;pistouille;merengue;moumou;loei;这样很好;這樣很好;セボーン;메르시;муля
crd00;it'sa me;it'sa me;ahhhrg;ñam-ñam;ñam-ñam;moi moi;moi moi;proprio;it⁠'⁠sa me;鳄泥;鱷泥;だワニ;나아거;это я
crd01;graaagh;graaagh;graaach;lagartija;muamú;graaagh;graaagh;graaag;graaach;鳄鱼皮;鱷魚皮;どすえ;얘야;гра-а-а
crd02;munchie;munchie;schmatzi;crococroco;crococroco;mariolle;miam miam;gnammi;smikkel;跳;跳;だぴょん;만세;кусь
crd04;gronk;gronk;happ;chomp;chomp;clap;clap;chomp;gronk;噗咻;噗咻;プシュー;처얼썩;щелк
crd06;hoo-rah;hoo-rah;schnapp;capón;smack;repos;repos;ciaf;ingerukt;唰唰;唰唰;カサコソ;부스럭;ура-а-а
crd07;snacky;snacky;zähni;corazón;smuack;croquignou;croc-croc;désolée;snackje;鳄莉;鱷莉;ワニャン;아거얌;перекус
crd08;burrrn;burrrn;hömpf;quemarrr;ñami;ducroc;ducroc;tic tac;puf;然后;然後;えーと;띠용띠용;огонь
der00;dearie;dearie;bimbam;puchu;puchu;toudoux;toudoux;vule vu;do ree mi;小鹿;小鹿;でしか;파샵파샵;олешек
der01;kablang;kablang;weihweih;galilla;caplúúú;têtedebois;têtedebois;hop hop;gaffel;梅花;梅花;ナラね;슉슉;скок-скок
der02;pronk;pronk;sproing;bambín;bambín;wapiti;wapiti;arriba;gazellig;鹿营;鹿營;たしかに;슴사사;прыг-прыг
der03;gruff;gruff;röööhr;aquesí;aquesí;nunul;ouain;uauwaii;burl;福鹿寿;福鹿壽;しかしな;아비옹;забияка
der04;whatevs;whatevs;tripptripp;rumiante;uatever;pan;pan;babam;nou ja;随便啦;隨便啦;まいっか;됐고;как-то так
der05;badoom;badoom;bocko;trisca;trisca;jaunisse;you bet;sdleng;bokje;变了;變了;がぜん;엣헴;бубух
der06;precious;precious;zick;braaaam;braaaam;rosace;frambou;cervilà;meid;西卡;西卡;なんしか;핑크크;зазноба
der07;saltlick;saltlick;knospel;babum;babum;feufeuille;feufeuille;gnam gnam;zoutsteen;怎么办;怎麼辦;おろおろ;우왕;соль-соль
der08;no doy;no doy;kitz;braaavo;nonuá;bichouchou;bichouchou;mamy;joh;是吧;是吧;でしょ;라니까;еще бы
der09;chow down;chow down;hirschl;ñume-ñume;ñume-ñume;breuh;breuh;relax;schorsie;鹿鹿;鹿鹿;しかじか;뚜비뚜바;ем мох
der10;pound cake;pound cake;denkpink;melomelo;melomelo;bibiche;bibiche;melodì;melodietje;喜喜;喜喜;メロメロ;하트하트;бисквит
dog00;woof;woof;wuff;guau-guau;guau-guau;ouaf;ouaf;wuf wuf;woef;汪;汪;ワン;왈왈;тяв
dog01;ROOOOOWF;ROOOOOWF;GRRUFF;gruf-gruf;gruf-gruf;WROOOOUF;WROOOOUF;ROOOOOF;BROEEEF;侬;儂;ノン;아니;ррр-гав
dog02;rrr-owch;rrr-owch;rrr-awau;guuuuAY;guuuuf;graaaouch;graaaouch;ossorrr;www-⁠au;大概;大概;らしいよ;그렇대;ррр-ой-ой
dog03;dawg;dawg;kläff;guau;guau;clair;clair;brrranco;makker;狗狗;狗狗;だイヌ;멍멍;пр-риятяв
dog04;yip yip;yip yip;hechel;yip yip;yip yip;yip yip;yip yip;yip yip;snuf snuf;对吧;對吧;ネッ;옙;тяв-тяв
dog05;ruffian;ruffian;frechi;ruf-ruf;ruf-ruf;brute;brute;ronfietto;keffer;屋屋;屋屋;フンッ;흥;тяв-ряв
dog06;wuh;wuh;wafff;huesitos;guuu-ah;ouh;ouh;wuff;waf;咆;咆;バウ;컹컹;ау-у
dog07;bow-WOW;bow-WOW;wauwau;guaay;guaucito;mon chou;mon chou;bau WOW;hazewind;对不对;對不對;だよね;그렇죠;тяв-ого
dog08;arfer;arfer;nuffnuff;fresita;can;woufi;woufi;bubabù;kwispel;琳琳;琳琳;プリリン;초롱초롱;гав-гав
dog09;yippee;yippee;hurra;chupi;reguau;youp;youpi;yuuuppii;jippie;一二;一二;ワンツー;달코미;ур-ра
dog10;bingo;bingo;bingo;huesín;gufi-guf;mon chaton;mon chaton;bingo;bingo;宾果;賓果;グー;쫀득;динго
dog14;woo woof;woo woof;bellbell;frusky;frusky;babines;babines;arfidenti;woewoef;摘;摘;モグ;우물우물;ау-у-гав
dog15;non;non;tusch;colmillos;nenonó;miaouf;miaouf;snif snif;mais non;什么字;什麼字;なんじゃ;하옵소서;ау-уи
dog16;alrighty;alrighty;winsel;tirirí;tirirí;croquettes;croquettes;bauuau;oké dan;那么那么;那麼那麼;ではでは;그럼그럼;пор-рядок
dog17;what what;what what;wedel;guauchi;guauchi;niniche;niniche;arf arf;wat jij;听说娜;聽說娜;だってネ;그냥저냥;что-что
dog18;baa baa baa;baa baa baa;heffheff;tufos;grrruau;pedigree;pedigree;guau guau;schapie;汪想想;汪想想;ワンダー;안보여;бр-р-разер
duk00;quacko;quacko;quako;cuaco;cuaco;choupichou;choupichou;quaquo;kwaker;蛋是啊;蛋是啊;だね;탕;кряко
duk01;bleeeeeck;bleeeeeck;tschiiirp;uac-uac;uac-uac;beeeuuuurk;beeeuuuurk;squack;kèèèk;鸭鸭;鴨鴨;でヤンス;그래유;кряк
duk02;quackle;quackle;quaak;cuaqui;cuaqui;coin coin;coin coin;quackquack;kwakel;呜呜;嗚嗚;メソメソ;아잉;кряки-кряк
duk03;duckling;duckling;entchen;perla;plumi-piú;canardou;canardou;paperotto;pulletje;叹;嘆;ふぅ;우아;желторотик
duk04;woowoo;woowoo;juhuu;miguita;yiuju;youhou;youhou;quiproquò;joehoe;球球;毬毬;マル;우우;кря-кря
duk05;rah rah;rah rah;krah;sinplumas;ra-rá;rah rah;rah rah;quoquiquà;hup hup;裴裴;裴裴;だっピ;다삐;крякушки
duk06;quackpth;quackpth;quackpss;recuac;recuac;coinpff;coinpff;quackplà;kwaks;八十八;八十八;ヨネ;모모;кряк-фи
duk07;ducky;ducky;schnatter;cui-cuá;cui-cuá;poussin;poussin;qua qua;eendje;鱼鱼;魚魚;ぎょぎょ;물물;утенок
duk08;derrrr;derrrr;krook;cuato;cuato;derrrr;derrrr;quaccolo;ergo;喂！妈妈;喂！媽媽;ね！ママ;엄마;кррря
duk09;quacko;quacko;schnabbl;polluelo;cui-cuac;canard;ben couac;quaqua;snabbel;或许鸭;或許鴨;かもね;어쩌면;кра-а
duk10;zip zoom;zip zoom;flitzer;zapizum;zapizum;zak zak;zak zak;zip zoom;broem;呱呱;呱呱;グワッ;꾸왁;брум-брум
duk11;quaa;quaa;quaa;cuaa-cuaa;cuaa-cuaa;plumeau;plumeau;quaaa;kwaaah;唧唧;唧唧;ピヨ;꽥꽥;кря-а
duk12;quackulous;quackulous;brotbrot;cua-cuá;cua-cuá;couac;couac;quaquao;kwektakel;怎么回事;怎麼回事;なにさ;괜찮아;покрясающе
duk13;bitty;bitty;pullilol;cuic-cuic;cuic-cuic;plouf;plouf;quaraquack;tomaatje;噗吱;噗吱;プチ;찌익;покрякушка
duk15;quacker;quacker;nerv;picodoro;picodoro;kwakos;kwakos;paperonz;kwebbel;相反;相反;ぎゃくに;유～후;не кряк ли
duk16;quackidee;quackidee;krümel;deverdá;cuáquidi;canénette;canénette;coin coin;topper;说不定鸭;說不定鴨;そうかも;그럴지도;крякульки
duk17;ridukulous;ridukulous;pluster;verdoncho;cuacoac;arrêêêête;arrêêêête;cua cua;smient;说真的;說真的;マジかよ;리얼리;шу-утка
elp00;snoot;snoot;tröööt;flip-flop;flip-flop;gropif;gropif;snoob;snoet;勇;勇;ヨン;땡;хобот
elp01;woo-oo;woo-oo;taraaaa;naricita;wuuulá;woutchou;woutchou;ullà;trompet;象象;象象;だゾウ;휴휴;тру-ру
elp02;villain;villain;truuu;mutante;duuud;vipère;vipère;furfante;boef;哈啊;哈啊;うりゃー;으랏차;хитрюга
elp03;tooooot;tooooot;tuutuuuu;orejillas;fruuuf;tooouut;tooouut;nappole;pwèèèèèp;鲁鲁;魯魯;ルン;훨훨;тру-тут
elp04;tootie;tootie;trampl;flaqui;fiuf-fiuf;toutie;toutie;tootie;pwèèpie;莎啦啦;莎啦啦;シャララ;샬랄라;тру-у-ти
elp05;pal;pal;pruuust;amigante;pruuuf;fanfan;fanfan;pistaaaa;gabber;保罗;保羅;パオ;파오;друг
elp06;WHONK;WHONK;TUUUUT;ankagua;ankagua;splaf;splaf;SBONK;PWAAP;嘻嘻;嘻嘻;でゴンス;히힛;потрубим
elp07;li'l one;li'l one;polter;trompi;fi-fiú;sacrelotte;sacrelotte;caromé;dreumes;啦啷;啦啷;ララン;트랄라;кроха
elp09;fuzzers;fuzzers;puuuuuh;purupú;purupú;mammouth;mammouth;barrir;pluisie;毛毛;毛毛;もじゃ;뿌뿌;бивень
elp10;teacup;teacup;huiuiui;snuuuf;snuuuf;énoooorme;énoooorme;parbleu;kopje thee;呼;呼;ホッ;따끈따끈;чайку-у
elp11;flap flap;flap flap;zimtroll;vuelalto;vuelalto;pachipach;pachipach;ruuu ruuu;kaneel;大耳;大耳;ロルロル;롤롤;машу ушами
elp12;rockin';rockin';hau;rocanrol;rocanrol;bastringue;barda;rocking;mieters;摇滚;搖滾;ウス;피스;рок-н-ролл
flg00;toady;toady;kröti;mosquita;riiibit;watich';zzrrbbitt;gragragra;padje;雨雨;雨雨;でちゅ;그래요;ква
flg01;zzrrbbitt;zzrrbbitt;quarrrk;crobit;crobit;croac;croac;cracrà;kwwwrrrk;机器;機器;だロボ;오버;квак-дзынь
flg02;fribbit;fribbit;quäääk;anquitas;fribit;breup;breup;fribbit;fffwaak;咕噜;咕嚕;クルリ;객울;квак
flg03;ten-hut;ten-hut;quak-quak;recluta;croooa;taïaut;kaki;attacroak;geef acht;喂;喂;わい;와이;шагом-квак
flg04;dribbit;dribbit;quak;colega;dribit;braaaa;braaaa;girin;gozer;聒聒;嘓嘓;ゲロゲロ;개굴개굴;бро
flg05;grr-ribbit;grr-ribbit;grupap;grroac;grroac;croa-croa;croa-croa;cracragnam;brulkikker;山山;山山;だぎゃ;므흣;ква-ква
flg06;splish;splish;platschi;esplís;esplís;splufff;splufff;splash;plons;石头;石頭;っちゃ;그랬쪄;плюх
flg07;nee-deep;nee-deep;nidip;croc-croc;croc-croc;brooap;brooap;fri fri;rikkekik;嚼嚼;嚼嚼;にゃむ;딩동댕;буль-буль
flg09;sluuuurp;sluuuurp;schlürpf;zump;zump;nénuf;nénuf;sluuuurp;sluuuurp;蝌蚪;蝌蚪;だよん;흐압;жабррр
flg10;oui oui;oui oui;oui, oui;oui oui;oui oui;bidule;bidule;et voilà;oui oui;不客气;不客氣;のことよ;라이라이;уи-уи
flg11;hopper;hopper;hops;grillito;ajop;nouille;nouille;hophop;hophop;喝喝;喝喝;とかー;싸우자;скок
flg12;burrup;burrup;gurp;buuurp;buuurp;boiiiiing;boiiiiing;berp;blurp;是的;是的;ですだ;이리오슈;квак-квак
flg13;croak-kay;croak-kay;quaacki;croac;croac;quoi;quoi;crok-ok;inderkwaak;是蛙;是蛙;ですわよ;쪼오옥;кво-кей
flg15;aaach—;aaach—;tatü;croaqui;croaqui;kroah;kroah;rrruuuak;kraah;哈啾;哈啾;へくしっ;콜록;ах-ох
flg16;ribbette;ribbette;quaki;trebolito;croá-croá;crôazou;crôazou;gurghigù;kwaakette;宝贝;寶貝;ベイビィ;베이비;квакет
flg17;as if;as if;schleck;yastá;yastá;crapoupou;ouaoua;umpf;ja dááág;子曰;子曰;しからば;툴툴;вроде того
flg18;ya know;ya know;platsch;crocró;crocró;cuicuisse;cuicuisse;crabum;jeweetwel;蛤;蛤;ハーン;흐응;знаешь
flg19;snoozit;snoozit;quappi;cruacruá;cruacruá;pustule;kôwa;croac;snurkwaak;滴咕;滴咕;むにゃ;음냐음냐;ква-храп
goa00;la baa;la baa;määääh;beee-beee;beee-beee;la baa;la baa;beeello;la mèè;呗;唄;っぺ;맞아유;ле ме-е-е
goa01;kid;kid;mekker;peque;bibi-bee;fromage;fromage;bimbi;geitje;书;書;っしょ;그랬슈;козленок
goa02;dagnaabit;dagnaabit;o-o-ja-a-a;fenómeno;beerree;eh bââlèze;bêê quoi;sorbeeelli;nôh;唷喏;唷喏;よのう;알아줘;такие-сякие
goa04;bleh eh eh;bleh eh eh;mähmääh;zampoña;meeeh;hé bêêê;hé bêêê;bleh eh;mekker;耶;耶;イェーイ;예이예;ме-хе-хе
goa06;blih;blih;mecker;veráaas-tú;verááás-tú;tu vois;tu vois;blip;meh;起立;起立;ザーマス;똑바로해;ме-е-е
goa07;wut;wut;mehehe;ein;ein;mouhai;mouhai;balido;watte;啊;啊;はぁ～;웁스;так
goa08;kidders;kidders;heckmeck;muy bieeen;ne-eh;mon moulin;mon moulin;embeeeh;bokkig;或许芭;或許芭;かな;그러게;козлятки
goa09;bawwww;bawwww;schlummer;bostezzz;bostezzz;bââââille;bââââille;beeewn;oefff;轻飘;輕飄;ふわぁ;흐아앙;мемеша
gor00;highness;highness;hoheit;monigote;ejeeem;brutus;brutus;dado;hoogheid;拍胸脯;拍胸脯;ウホウホ;우갸우갸;высочество
gor01;li'l bitty baby;li'l bitty baby;zwerg;cani;cani;gadget;gadget;baaanane;dwerg;高高;高高;ガオ;겉멋;мелкота
gor02;baboom;baboom;ugh;angaua;angaua;ma noix;ma noix;baboom;bavi-AAN;这家伙;超級;ウルトラ;야임마;бабум
gor04;hoo hoo ha;hoo hoo ha;ugh-ugh;gorilérico;gorilérico;tonneau;tonneau;bum bum;oe-oe-ah;钢钢;鋼鋼;コング;하압;ух-ух-ах
gor05;uh-oh;uh-oh;äffäff;unga;unga;pelage;pelage;bam bam;oh-oh;喔喔;喔喔;おうおう;오우오우;ух-ох
