label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
cat13;Stinky;Stinky;Stefan;Micifuz;Micifuz;Tupux;Tupux;Puzzolo;Stinky;男子汗;男子汗;アセクサ;땀띠;Стинки
cat14;Kitty;Kitty;Karen;Kasandra;Kasandra;Kitty;Kitty;Ester;Kitty;朱古莉;朱古莉;ショコラ;쇼콜라;Китти
cat15;Tom;Tom;Timo;Zapirón;Zapirón;Tom;Tom;Isidoro;Tom;阿邦;阿邦;バンタム;밴덤;Том
cat16;Merry;Merry;Mischka;Susi;Susi;Suzy;Suzy;Katy;Merry;莎莎;莎莎;さっち;유네찌;Мерри
cat17;Felicity;Felicity;Minka;Micha;Micha;Maud;Maud;Milly;Felicity;美佳;美佳;みかっち;예링;Фелисити
cat18;Lolly;Lolly;Feline;Feli;Feli;Linette;Linette;Maty;Lolly;柠檬娜;檸檬娜;ラムネ;사이다;Лолли
cat19;Ankha;Ankha;Kleo;Patri;Patri;Neferti;Neferti;Cleo;Ankha;艳后;艷后;ナイル;클레오;Анка
cat20;Rudy;Rudy;Heinz;Rufino;Rufino;Rougepif;Rougepif;Gomitolo;Rudy;茶茶;茶茶;チャス;찰스;Руди
cat21;Katt;Katt;Janine;Melina;Melina;Kat;Kat;Ofelia;Katt;巧巧;巧巧;ちょい;쵸이;Кэт
cat23;Raymond;Raymond;Gunnar;Narciso;Narciso;Raymond;Raymond;Raimondo;Raymond;杰克;傑克;ジャック;잭슨;Реймонд
cbr00;Bluebear;Bluebear;Birte;Celeste;Celeste;Myrtille;Myrtille;Azzurra;Bluebear;娃娃;娃娃;グルミン;글루민;Блюбеар
cbr01;Maple;Maple;Mona;Dulce;Dulce;Léa;Léa;Dulcinea;Maple;小枫;小楓;メープル;메이첼;Мейпл
cbr02;Poncho;Poncho;Toni;Poncho;Poncho;Théo;Théo;Poncho;Poncho;蓬蓬;蓬蓬;ポンチョ;봉추;Пончо
cbr03;Pudge;Pudge;Bertram;Bollito;Bollito;Gradub;Gradub;Tombolo;Pudge;阿钦;阿欽;きんぞう;우띠;Падж
cbr04;Kody;Kody;Bernd;Orestes;Orestes;Bill;Bill;Salomone;Kody;艾德豪;艾德豪;アイダホ;아이다호;Коди
cbr05;Stitches;Stitches;Berry;Parches;Parches;Miro;Miro;Toppetta;Stitches;玩具熊;玩具熊;パッチ;패치;Стичес
cbr06;Vladimir;Vladimir;Vladimir;Vladimir;Vladimir;Vladimir;Vladimir;Vladimir;Vladimir;嘉弼;嘉弼;ガビ;곰비;Владимир
cbr07;Murphy;Murphy;Michael;Orsón;Orsón;Eddie;Eddie;Marcello;Murphy;宪雄;憲雄;のりお;머피;Мерфи
cbr09;Olive;Olive;Linda;Osalina;Osalina;Grisa;Grisa;Olivia;Olive;毕克萝;畢克蘿;ピッコロ;올리브;Олив
cbr10;Cheri;Cheri;Claudia;Cerecita;Cerecita;Rosalie;Rosalie;Bonbon;Cheri;樱桃;櫻桃;アセロラ;아세로라;Шери
cbr13;June;June;Juna;Hanalulú;Hanalulú;Agnès;Agnès;June;June;阿妹;阿妹;メイ;메이;Джун
cbr14;Pekoe;Pekoe;Sandrine;Vera;Vera;Pauline;Pauline;Mina;Pekoe;佳敏;佳敏;ジャスミン;재스민;Пеко
cbr15;Chester;Chester;Eduard;Osunio;Osunio;Placide;Placide;Clemente;Chester;胖达;胖達;パンタ;팬타;Честер
cbr16;Barold;Barold;Hubert;Plácido;Plácido;Manu;Manu;Placido;Barold;阿西;阿西;ニッシー;곰시;Барольд
cbr17;Tammy;Tammy;Tatjana;Aída;Aída;Vanessa;Vanessa;Tamara;Tammy;然姐;然姐;アネッサ;아네사;Тамми
cbr18;Marty;Marty;Marty;Marty;Marty;Marty;Marty;Marty;Marty;玛丁;瑪丁;マーティー;마티;Марти
cbr19;Judy;Judy;Misuzu;Rosezna;Rosezna;Laura;Laura;Misuzu;Judy;美玲;美玲;みすず;미애;Джуди
chn00;Goose;Goose;Konrad;Gus;Gus;Pouli;Pouli;Chiricò;Goose;肯肯;肯肯;ケンタ;건태;Гус
chn01;Benedict;Benedict;Benedikt;Benito;Benito;Dimitri;Dimitri;Biagio;Benedict;沛希;沛希;ぺしみち;페니실린;Бенедикт
chn02;Egbert;Egbert;Waldemar;Norberto;Norberto;Herbert;Herbert;Chicco;Egbert;黄金鸡;黃金雞;しもやけ;김희;Эгберт
chn05;Ava;Ava;Gisela;Ava;Ava;Eva;Eva;Ava;Ava;陶米咕;陶米咕;ドミグラ;에바;Ава
chn09;Becky;Becky;Inga;Ramina;Ramina;Sonya;Sonya;Annetta;Becky;咏旋;詠旋;アリア;아리아;Бекки
chn10;Plucky;Plucky;Mareile;Herminia;Herminia;Poulette;Poulette;Cocca;Plucky;帕塔雅;帕塔雅;パタヤ;파타야;Плаки
chn11;Knox;Knox;Tschiwi;Tono;Tono;Wolfram;Wolfram;Kalin;Knox;金阁;金閣;キンカク;금끼오;Нокс
chn12;Broffina;Broffina;Elfriede;Brunilda;Brunilda;Jo;Jo;Concetta;Broffina;凯西;凱西;カサンドラ;히킨;Броффина
chn13;Ken;Ken;Hannes;Pichón;Pichón;Ken;Ken;Aligalli;Ken;乌骨鸡;烏骨雞;クロベエ;오골;Кен
cow00;Patty;Patty;Patricia;Vacarena;Vacarena;Margaux;Margaux;Patty;Patty;阿排;阿排;カルピ;밀크;Пэтти
cow01;Tipper;Tipper;Angela;Pinta;Pinta;Valé;Valé;Tipper;Tipper;牧牧;牧牧;まきば;마틸다;Типпер
cow06;Norma;Norma;Nelly;Norma;Norma;Norma;Norma;Norma;Norma;晨曦;晨曦;いさこ;미자;Норма
cow07;Naomi;Naomi;Jolanda;Regina;Regina;Maiko;Maiko;Melina;Naomi;玉兰;玉蘭;ハナコ;화자;Наоми
crd00;Alfonso;Alfonso;Markus;Kaimán;Kaimán;Alphonse;Alphonse;Alfonso;Alfonso;阿泥;阿泥;アルベルト;알베르트;Альфонсо
crd01;Alli;Alli;Ali;Codrila;Codrila;Allie;Allie;Alli;Alli;鳄罗思;鱷羅思;クロコ;크로크;Элли
crd02;Boots;Boots;Tilmann;Braulio;Braulio;Croko;Croko;Crocco;Boots;丰年;豐年;ホウサク;풍작;Бутс
crd04;Del;Del;Krokki;Croco;Croco;Hector;Hector;Krokki;Del;大和;大和;ヤマト;파도맨;Дел
crd06;Sly;Sly;Steve;Estallón;Estallón;Chuck;Chuck;Driberto;Sly;海德;海德;ハイド;하이드;Слай
crd07;Gayle;Gayle;Rosa;Boni;Boni;Odile;Odile;Codrilla;Gayle;爱莉;愛莉;アリゲッティ;앨리;Гейл
crd08;Drago;Drago;Frederik;Dragonio;Dragonio;Drago;Drago;Dragonio;Drago;阿龙;阿龍;タツオ;용남이;Драго
der00;Fauna;Fauna;Fatima;Fauna;Fauna;Bibi;Bibi;Cervina;Fauna;音音;音音;ドレミ;솔미;Фауна
der01;Bam;Bam;Benjamin;Cornelio;Cornelio;Nacer;Nacer;Cornelio;Bam;小健;小健;タケル;록키;Бам
der02;Zell;Zell;Walter;Corvilo;Corvilo;Régis;Régis;Antilio;Zell;森森;森森;ネルソン;넬슨;Зелл
der03;Bruce;Bruce;Oswald;Aristo;Aristo;Boubou;Boubou;Arturo;Bruce;布鹿斯;布鹿斯;ブルース;브루스;Брюс
der04;Deirdre;Deirdre;Dina;Venada;Venada;Bichoune;Bichoune;Daria;Deirdre;娣雅;娣雅;ナディア;나디아;Дейрдре
der05;Lopez;Lopez;Eckart;Agreste;Agreste;Jon;Jon;Lopez;Lopez;汤姆;湯姆;トムソン;톰슨;Лопес
der06;Fuchsia;Fuchsia;Selina;Rosalina;Rosalina;Rosanne;Rosanne;Fuxia;Fuchsia;洁西卡;潔西卡;ジェシカ;제시카;Фуксия
der07;Beau;Beau;Martin;Lope;Lope;Stefaon;Stefaon;Gigi;Beau;彼得;彼得;ペーター;피터;Бью
der08;Diana;Diana;Vroni;Bambina;Bambina;Didi;Didi;Diana;Diana;倪家莉;倪家莉;ナタリー;나탈리;Диана
der09;Erik;Erik;Erik;Cervasio;Cervasio;Abraham;Abraham;Cervasio;Erik;查克;查克;チャック;자끄;Эрик
der10;Chelsea;Chelsea;Chelsea;Chelsea;Chelsea;Chelsea;Chelsea;Chelsea;Chelsea;雀儿喜;雀兒喜;チェルシー;첼시;Челси
dog00;Goldie;Goldie;Bienchen;Tere;Tere;Mirza;Mirza;Dora;Goldie;牛奶糖;牛奶糖;キャラメル;카라멜;Голди
dog01;Butch;Butch;Hasso;Bruno;Bruno;Avril;Avril;Attila;Butch;约翰;約翰;ジョン;존;Бутч
dog02;Lucky;Lucky;Viktor;Pupas;Pupas;Ramsès;Ramsès;Felice;Lucky;大吉;大吉;ラッキー;럭키;Лаки
dog03;Biskit;Biskit;Keks;Amnesio;Amnesio;Crocket;Crocket;Buffetto;Biskit;罗宾;羅賓;ロビン;로빈;Бискит
dog04;Bones;Bones;Strolch;Cándido;Cándido;Nonos;Nonos;Tobia;Bones;阿富;阿富;トミ;토미;Боунс
dog05;Portia;Portia;Isolde;Amanda;Amanda;Dalma;Dalma;Porzia;Portia;傅兰;傅蘭;ブレンダ;블랜더;Порция
dog06;Walker;Walker;Fido;Miki;Miki;George;George;Walter;Walker;阿笨;阿笨;ベン;벤;Уокер
dog07;Daisy;Daisy;Doris;Luisa;Luisa;Naomie;Naomie;Fiorella;Daisy;香草;香草;バニラ;바닐라;Дейзи
dog08;Cookie;Cookie;Rosi;Purita;Purita;Cookie;Cookie;Briciola;Cookie;珮琳;珮琳;ペリーヌ;베리;Куки
dog09;Maddie;Maddie;Agnes;Martina;Martina;Olympe;Olympe;Cristina;Maddie;麻蓉;麻蓉;マロン;마롱;Мэдди
dog10;Bea;Bea;Bea;Bea;Bea;Béa;Béa;Cucciola;Bea;贝果;貝果;ベーグル;베이글;Беа
dog14;Mac;Mac;Wuffi;Pit;Pit;Brutus;Brutus;Teo;Mac;金牌;金牌;チャンプ;챔프;Мак
dog15;Marcel;Marcel;Ronaldo;Eto;Eto;Ismaël;Ismaël;Giosuè;Marcel;文字烧;文字燒;もんじゃ;에드워드;Марсель
dog16;Benjamin;Benjamin;Wastl;Bernardo;Bernardo;Bernardo;Bernardo;Bernardo;Benjamin;小八;小八;ハチ;땡칠이;Бернардо
dog17;Cherry;Cherry;Bella;Luna;Luna;Anna;Anna;Amarena;Cherry;花娜;花娜;ハンナ;한나;Черри
dog18;Shep;Shep;Thomas;Fleco;Fleco;Mehdi;Mehdi;Frangino;Shep;包伯;包伯;ボブ;밥;Шеп
duk00;Bill;Bill;Bill;Paquito;Paquito;Choco;Choco;Gino;Bill;皮蛋;皮蛋;ピータン;코코아;Билл
duk01;Joey;Joey;Kalle;Pascual;Pascual;Joseph;Joseph;Pino;Joey;李察;李察;リチャード;리처드;Джоуи
duk02;Pate;Pate;Daune;Pati;Pati;Terrine;Terrine;Camilla;Pate;爱哭鬼;愛哭鬼;ナッキー;나키;Пэйт
duk03;Maelle;Maelle;Sissi;Patidifú;Patidifú;Maëlle;Maëlle;Palmita;Maelle;安妮;安妮;アンヌ;앤;Маэль
duk04;Deena;Deena;Olivia;Martita;Martita;Mina;Mina;Dina;Deena;球藻;毬藻;まりも;마리모;Дина
duk05;Pompom;Pompom;Erika;Flopi;Flopi;Pompon;Pompon;Erica;Pompom;海苔裴;海苔裴;のりっぺ;주디;Помпом
duk06;Mallary;Mallary;Marina;Mirta;Mirta;Mallory;Mallory;Sofia;Mallary;苏米;蘇米;スミモモ;스미모;Мэллари
duk07;Freckles;Freckles;Quacks;Rebeca;Rebeca;Caro;Caro;Semola;Freckles;小鲔;小鮪;マグロ;다랑어;Фреклс
duk08;Derwin;Derwin;Erwin;Torcuato;Torcuato;Prof;Prof;Mike;Derwin;阿坊;阿坊;ボン;봉;Дервин
duk09;Drake;Drake;Gustav;Draco;Draco;Colvert;Colvert;Drago;Drake;肥肝;肥肝;フォアグラ;푸아그라;Дрейк
duk10;Scoot;Scoot;Helmut;Chema;Chema;Scooter;Scooter;Guizzo;Scoot;阿守;阿守;マモル;지키미;Скут
duk11;Weber;Weber;Volker;Paticio;Paticio;Bébert;Bébert;Pasquale;Weber;卿德;卿德;アチョット;아잠만;Вебер
duk12;Miranda;Miranda;Tanya;Miranda;Miranda;Maëllis;Maëllis;Miranda;Miranda;米兰达;米蘭達;ミランダ;미란다;Миранда
duk13;Ketchup;Ketchup;Pullunda;Kétchup;Kétchup;Ketchup;Ketchup;Ketchup;Ketchup;番茄酱;番茄醬;ケチャップ;케첩;Кетчуп
duk15;Gloria;Gloria;Gustavia;Jarrea;Jarrea;Déborah;Déborah;Pappy;Gloria;素返真;素返真;スワンソン;마릴린;Глория
duk16;Molly;Molly;Monika;Deira;Deira;Molly;Molly;Molly;Molly;亚美;亞美;カモミ;귀오미;Молли
duk17;Quillson;Quillson;Quentin;Cuálter;Cuálter;Narcisse;Narcisse;Verdonio;Quillson;何童;何童;タックン;덕근;Квилсон
elp00;Opal;Opal;Olga;Ópalo;Ópalo;Opaline;Opaline;Opal;Opal;露露;露露;オパール;오팔;Опал
elp01;Dizzy;Dizzy;Bastian;Quique;Quique;Pachy;Pachy;Annibale;Dizzy;巨巨;巨巨;ヒュージ;휴지;Диззи
elp02;Big Top;Big Top;Benni;Déivid;Déivid;Miles;Miles;Grande C;Big Top;阿三;阿三;３ごう;3호;Биг-Топ
elp03;Eloise;Eloise;Frauke;Eloísa;Eloísa;Éloïse;Éloïse;Eloisa;Eloise;艾勒芬;艾勒芬;エレフィン;엘레핀;Элоиза
elp04;Margie;Margie;Elisa;Rita;Rita;Maguy;Maguy;Marianna;Margie;莎莉;莎莉;サリー;샐리;Марджи
elp05;Paolo;Paolo;Paolo;Paolo;Paolo;Paolo;Paolo;Paolino;Paolo;保罗;保羅;パオロ;파올로;Паоло
elp06;Axel;Axel;Axel;Eustakio;Eustakio;Axel;Axel;Sandro;Axel;大大;大大;エックスエル;엑스엘리;Аксель
elp07;Ellie;Ellie;Elfi;Eli;Eli;Ella;Ella;Elly;Ellie;泡芙;泡芙;エクレア;에끌레르;Элла
elp09;Tucker;Tucker;Thorsten;Pirolo;Pirolo;Barry;Barry;Sventolo;Tucker;阿原;阿原;はじめ;맘모;Такер
elp10;Tia;Tia;Eleonore;Meralda;Meralda;Fanny;Fanny;Fanny;Tia;茉莉;茉莉;ティーナ;티나;Тиа
elp11;Chai;Chai;Chai;Chai;Chai;Chaï;Chaï;Chai;Chai;啡卡;啡卡;フィーカ;피카;Чай
elp12;Cyd;Cyd;Sid;Ramón;Ramón;Punk;Punk;Sid;Cyd;庞克斯;龐克斯;パンクス;펑크스;Сид
flg00;Lily;Lily;Liliane;Lili;Lili;Raina;Raina;Gigliola;Lily;雷妮;雷妮;レイニー;레이니;Лили
flg01;Ribbot;Ribbot;Robbi;Ranobot;Ranobot;Crabot;Crabot;Ranabot;Ribbot;锵锵;鏘鏘;ガチャ;철컥;Риббот
flg02;Frobert;Frobert;Fritz;Croaldo;Croaldo;Verbert;Verbert;Froberto;Frobert;江适;江適;コージィ;구리구리;Фроберт
flg03;Camofrog;Camofrog;Tarno;Comando;Comando;Milos;Milos;Crambo;Camofrog;迷仔;迷仔;フルメタル;충성;Камофрог
flg04;Drift;Drift;Caspar;Surfín;Surfín;Gordon;Gordon;Prospero;Drift;毒仔;毒仔;ドク;덕;Дрифт
flg05;Wart Jr.;Wart Jr.;Warzi;Saponcio;Saponcio;Crakos;Crakos;Porro;Wart Jr.;山姆;山姆;サム;샘;Варт-мл.
flg06;Puddles;Puddles;Nele;Nenúfar;Nenúfar;Rénata;Rénata;Grazia;Puddles;剪刀;剪刀;チョキ;가위;Рената
flg07;Jeremiah;Jeremiah;Jörg;Jeremías;Jeremías;Jérémie;Jérémie;Geremia;Jeremiah;阿刻;阿刻;クワトロ;드리미;Джеремия
flg09;Tad;Tad;Paul;Saltonio;Saltonio;Rénato;Rénato;Achille;Tad;阿田;阿田;タンボ;텀보;Тэд
flg10;Cousteau;Cousteau;Jacques;Cousteau;Cousteau;Figaro;Figaro;Jacques;Cousteau;春卷;春卷;ハルマキ;왕서방;Кусто
flg11;Huck;Huck;Knuth;Ricardo;Ricardo;Bajoue;Bajoue;Berto;Huck;吸管;吸管;ストロー;스트로;Хак
flg12;Prince;Prince;Prinz;Felipe;Felipe;Prince;Prince;Principe;Prince;青呱;青呱;カール;카일;Принс
flg13;Jambette;Jambette;Jeanette;Anquita;Anquita;Gambette;Gambette;Giada;Jambette;翡翠;翡翠;エスメラルダ;에스메랄다;Джембет
flg15;Raddle;Raddle;Sani;Radiolo;Radiolo;Fabien;Fabien;Massimo;Raddle;嘉俊;嘉俊;カックン;개군;Рэддл
flg16;Gigi;Gigi;Violetta;Cleo;Cleo;Gloria;Gloria;Raganà;Gigi;林妲;林妲;リンダ;린다;Джиджи
flg17;Croque;Croque;Carlo;Ranolfo;Ranolfo;Carlos;Carlos;Gracido;Croque;太子;太子;タイシ;투투;Крок
flg18;Diva;Diva;Dörte;Morania;Morania;Violette;Violette;Viola;Diva;小睫;小睫;アイーダ;아이다;Дива
flg19;Henry;Henry;Freddy;Saperto;Saperto;Henri;Henri;Renato;Henry;亨利;亨利;ヘンリー;헨리;Генри
goa00;Chevre;Chevre;Anette;Cabriola;Cabriola;Biquette;Biquette;Diletta;Chevre;雪儿;雪兒;ユキ;윤이;Шевр
goa01;Nan;Nan;Zenobi;Pécora;Pécora;Nana;Nana;Nan;Nan;墨墨;墨墨;スミ;순이;Нань
goa02;Billy;Billy;Hennes;Brito;Brito;Seguin;Seguin;Billy;Billy;亚星;亞星;アーシンド;힘드러;Билли
goa04;Gruff;Gruff;Gregor;Sátiro;Sátiro;Grognon;Grognon;Capriolé;Gruff;比利;比利;ビリー;빌리;Графф
goa06;Velma;Velma;Wilma;Erika;Erika;Véra;Véra;Belarda;Velma;班长;班長;ピティエ;벨마;Велма
goa07;Kidd;Kidd;Bocki;Cabrálex;Cabrálex;Moktar;Mokhtar;Vittorio;Kidd;文青;文青;やさお;염두리;Кидд
goa08;Pashmina;Pashmina;Pamela;Carla;Carla;Chavrina;Chavrina;Pashmina;Pashmina;芭芭拉;芭芭拉;バーバラ;바바라;Пашмина
goa09;Sherb;Sherb;Morpheus;Morfeo;Morfeo;Capri;Capri;Capraldo;Sherb;雷姆;雷姆;レム;래미;Шерб
gor00;Cesar;Cesar;Alfredo;César;César;César;César;Cesare;Cesar;阿朗;阿朗;アラン;앨런;Цезарь
gor01;Peewee;Peewee;Manfred;Lotar;Lotar;Gogo;Gogo;Kong;Peewee;哑铃;啞鈴;ダンベル;덤벨;Пиви
gor02;Boone;Boone;Kong;Babú;Babú;Babouin;Babouin;Babu;Boone;万泰;萬泰;まんたろう;만복이;Бун
gor04;Louie;Louie;Ludwig;Lou;Lou;Louis;Louis;Lou;Louie;壮壮;壯壯;マッスル;머슬;Луи
gor05;Boyd;Boyd;Boyd;Bunga;Bunga;Primo;Primo;Brando;Boyd;空空;空空;ボイド;보이드;Бойд
gor07;Violet;Violet;Konga;Magenta;Magenta;Gaëlle;Gaëlle;Konga;Violet;吴紫眉;吳紫眉;ウズメ;줌마;Конга
gor08;Al;Al;Kokong;Álex;Álex;Gustave;Gustave;Gregorio;Al;阿保;阿保;たもつ;우락;Эл
gor09;Rocket;Rocket;Katrin;Gloria;Gloria;Gertrude;Gertrude;Kinga;Rocket;阿四;阿四;４ごう;4호;Рокет
gor10;Hans;Hans;Hans;Hans;Hans;Loran;Loran;Grigilio;Hans;史奈鲁;史奈魯;スナイル;스나일;Ганс
gor11;Rilla;Rilla;Rilla;Rila;Rila;Rilla;Rilla;Rilla;Rilla;莉拉;莉拉;リラ;릴라;Рилла
